52866, predicted: Sports, actual: Games
47906, predicted: Society, actual: Shopping
47912, predicted: Reference, actual: Shopping
47916, predicted: News, actual: Shopping
48128, predicted: Recreation, actual: Shopping
48199, predicted: Computers, actual: Shopping
47238, predicted: Games, actual: Shopping
49568, predicted: Computers, actual: Shopping
49587, predicted: Arts, actual: Shopping
49714, predicted: Business, actual: Shopping
52669, predicted: Home, actual: Shopping
52683, predicted: Computers, actual: Shopping
52733, predicted: Recreation, actual: Shopping
52780, predicted: Arts, actual: Shopping
52789, predicted: Kids, actual: Shopping
52846, predicted: Business, actual: Shopping
52858, predicted: Society, actual: Shopping
45409, predicted: Health, actual: Shopping
45541, predicted: Business, actual: Shopping
45627, predicted: Society, actual: Shopping
46041, predicted: Sports, actual: Shopping
48141, predicted: Kids, actual: Shopping
48208, predicted: Games, actual: Shopping
48330, predicted: Society, actual: Shopping
48366, predicted: Business, actual: Shopping
48368, predicted: Recreation, actual: Shopping
48445, predicted: Science, actual: Shopping
48591, predicted: News, actual: Shopping
48724, predicted: Kids, actual: Shopping
48753, predicted: Society, actual: Shopping
48772, predicted: Arts, actual: Shopping
48789, predicted: Recreation, actual: Shopping
48851, predicted: Regional, actual: Shopping
49043, predicted: Business, actual: Shopping
49101, predicted: Reference, actual: Shopping
49213, predicted: Home, actual: Shopping
49229, predicted: Recreation, actual: Shopping
49253, predicted: Sports, actual: Shopping
49271, predicted: Kids, actual: Shopping
49346, predicted: Computers, actual: Shopping
49362, predicted: Business, actual: Shopping
49368, predicted: Sports, actual: Shopping
49490, predicted: Science, actual: Shopping
49515, predicted: Recreation, actual: Shopping
51590, predicted: Science, actual: Shopping
51699, predicted: Regional, actual: Shopping
52337, predicted: Business, actual: Shopping
52414, predicted: Games, actual: Shopping
52534, predicted: Games, actual: Shopping
52580, predicted: Games, actual: Shopping
52593, predicted: Business, actual: Shopping
52650, predicted: Recreation, actual: Shopping
40724, predicted: Business, actual: Shopping
40765, predicted: Arts, actual: Shopping
40784, predicted: Arts, actual: Shopping
41250, predicted: Arts, actual: Shopping
42869, predicted: Recreation, actual: Shopping
43170, predicted: Society, actual: Shopping
43400, predicted: Society, actual: Shopping
43412, predicted: Science, actual: Society
43533, predicted: News, actual: Society
43681, predicted: Science, actual: Society
43780, predicted: Reference, actual: Society
43901, predicted: Recreation, actual: Society
44033, predicted: Health, actual: Society
44037, predicted: Kids, actual: Society
44085, predicted: News, actual: Society
44106, predicted: Home, actual: Society
44273, predicted: Shopping, actual: Society
44297, predicted: Games, actual: Society
44316, predicted: Health, actual: Society
44340, predicted: Recreation, actual: Society
44401, predicted: Arts, actual: Society
44407, predicted: Sports, actual: Society
44463, predicted: Shopping, actual: Society
44487, predicted: Health, actual: Society
44496, predicted: Business, actual: Society
44506, predicted: Arts, actual: Society
44553, predicted: Computers, actual: Society
44561, predicted: Arts, actual: Society
44583, predicted: Reference, actual: Society
44591, predicted: News, actual: Society
44598, predicted: Computers, actual: Society
44681, predicted: Computers, actual: Society
44725, predicted: Regional, actual: Society
44785, predicted: Shopping, actual: Society
44990, predicted: Adult, actual: Society
45250, predicted: Arts, actual: Society
45362, predicted: Shopping, actual: Society
45413, predicted: Kids, actual: Society
45559, predicted: Games, actual: Society
45595, predicted: Shopping, actual: Society
45605, predicted: Business, actual: Society
45615, predicted: Sports, actual: Society
45668, predicted: Science, actual: Society
45758, predicted: Health, actual: Society
45830, predicted: Sports, actual: Society
45884, predicted: Kids, actual: Society
45896, predicted: Arts, actual: Society
45902, predicted: Reference, actual: Society
46032, predicted: Arts, actual: Society
46057, predicted: Reference, actual: Society
46071, predicted: Sports, actual: Society
46073, predicted: Kids, actual: Society
46077, predicted: News, actual: Society
46127, predicted: Sports, actual: Society
46171, predicted: Kids, actual: Society
46220, predicted: Reference, actual: Society
46283, predicted: News, actual: Society
46319, predicted: Health, actual: Society
46419, predicted: Business, actual: Society
46463, predicted: Reference, actual: Society
46500, predicted: Business, actual: Society
46507, predicted: Health, actual: Society
46529, predicted: Regional, actual: Society
46544, predicted: Reference, actual: Society
46549, predicted: Business, actual: Society
46640, predicted: Shopping, actual: Society
46684, predicted: Sports, actual: Society
46715, predicted: Business, actual: Society
46745, predicted: Shopping, actual: Society
46765, predicted: Sports, actual: Society
46778, predicted: Games, actual: Society
46820, predicted: Shopping, actual: Society
46839, predicted: Sports, actual: Society
46847, predicted: Sports, actual: Society
46849, predicted: Recreation, actual: Society
46898, predicted: Adult, actual: Society
46911, predicted: Shopping, actual: Society
46924, predicted: Sports, actual: Society
46962, predicted: Business, actual: Society
46964, predicted: Health, actual: Society
46979, predicted: Sports, actual: Society
47035, predicted: Shopping, actual: Society
47042, predicted: Business, actual: Society
47092, predicted: Sports, actual: Society
47160, predicted: Sports, actual: Society
47297, predicted: Home, actual: Society
47319, predicted: Recreation, actual: Society
47361, predicted: Health, actual: Society
47375, predicted: Kids, actual: Society
47446, predicted: Adult, actual: Society
47474, predicted: News, actual: Society
47476, predicted: Sports, actual: Society
47490, predicted: Sports, actual: Society
47506, predicted: Kids, actual: Society
47507, predicted: Recreation, actual: Society
47517, predicted: Health, actual: Society
47521, predicted: Sports, actual: Society
47523, predicted: Arts, actual: Society
47559, predicted: Sports, actual: Society
47575, predicted: Business, actual: Society
47618, predicted: Sports, actual: Society
47664, predicted: Computers, actual: Society
47678, predicted: Kids, actual: Society
47725, predicted: Arts, actual: Society
47743, predicted: Sports, actual: Society
47770, predicted: Reference, actual: Society
47773, predicted: Shopping, actual: Society
47818, predicted: Reference, actual: Society
47860, predicted: Shopping, actual: Society
47914, predicted: Games, actual: Society
47916, predicted: News, actual: Society
47984, predicted: Sports, actual: Society
48037, predicted: News, actual: Society
48057, predicted: Science, actual: Society
48199, predicted: Reference, actual: Society
48248, predicted: Shopping, actual: Society
47238, predicted: Shopping, actual: Society
47293, predicted: Kids, actual: Society
47459, predicted: Regional, actual: Society
47549, predicted: Shopping, actual: Society
49552, predicted: Shopping, actual: Society
49600, predicted: Regional, actual: Society
49619, predicted: Shopping, actual: Society
49697, predicted: Sports, actual: Society
52749, predicted: Health, actual: Society
52830, predicted: Computers, actual: Society
52846, predicted: News, actual: Society
52858, predicted: Arts, actual: Society
58235, predicted: Health, actual: Society
45211, predicted: Sports, actual: Society
45409, predicted: Games, actual: Society
45541, predicted: Games, actual: Society
45832, predicted: Regional, actual: Society
46221, predicted: Sports, actual: Society
48234, predicted: Sports, actual: Society
48323, predicted: Home, actual: Society
48366, predicted: Health, actual: Society
48507, predicted: Health, actual: Society
48522, predicted: Sports, actual: Society
48532, predicted: Business, actual: Society
48536, predicted: Home, actual: Sports
48566, predicted: Recreation, actual: Sports
48664, predicted: Science, actual: Sports
48960, predicted: Arts, actual: Sports
49006, predicted: Society, actual: Sports
52169, predicted: Shopping, actual: Sports
52427, predicted: Kids, actual: Sports
52650, predicted: Recreation, actual: Sports
37350, predicted: Health, actual: Sports
37932, predicted: Society, actual: Sports
38674, predicted: Society, actual: Sports
38803, predicted: Kids, actual: Sports
39729, predicted: Home, actual: Sports
40429, predicted: Business, actual: Sports
40472, predicted: Health, actual: Sports
41219, predicted: Business, actual: Sports
42583, predicted: News, actual: Sports
42914, predicted: Business, actual: Sports
43122, predicted: Recreation, actual: Sports
43142, predicted: Games, actual: Sports
43412, predicted: Computers, actual: Sports
44173, predicted: Reference, actual: Sports
44413, predicted: Society, actual: Sports
44487, predicted: Computers, actual: Sports
44539, predicted: Kids, actual: Sports
44784, predicted: Business, actual: Sports
44785, predicted: Games, actual: Sports
45237, predicted: Recreation, actual: Sports
45362, predicted: Recreation, actual: Sports
45559, predicted: Business, actual: Sports
45615, predicted: Business, actual: Sports
45836, predicted: Society, actual: Sports
45884, predicted: Society, actual: Sports
45896, predicted: Computers, actual: Sports
46127, predicted: Science, actual: Sports
46300, predicted: Society, actual: Sports
46549, predicted: Shopping, actual: Sports
46587, predicted: Science, actual: Sports
46640, predicted: Games, actual: Sports
46820, predicted: Business, actual: Sports
47093, predicted: Health, actual: Sports
47100, predicted: Games, actual: Sports
47129, predicted: Adult, actual: Sports
47160, predicted: Games, actual: Sports
47213, predicted: Health, actual: Sports
47318, predicted: Science, actual: Sports
47319, predicted: Shopping, actual: Sports
47375, predicted: Kids, actual: Sports
47441, predicted: Business, actual: Sports
47686, predicted: Recreation, actual: Sports
